date,equity,benchmark,drawdown,gross_exposure
2021-07-30,1.0131926049801465,1.0546663401860938,0.0,0.24704762291303917
2021-07-31,1.0093991366772939,1.0358295771410297,-0.003744074210773607,0.24704762291303917
2021-08-01,1.0003505407495663,0.9952851874431574,-0.012674849942111321,0.24704762291303917
2021-08-02,0.9966475012940982,0.9781549516775438,-0.016329672763820247,0.24704762291303917
2021-08-03,0.9905092349940885,0.954555903135213,-0.022388013764177095,0.24704762291303917
2021-08-04,1.0045635908500088,0.9928340845717941,-0.008516657235478786,0.1874487662157169
2021-08-05,1.0119442638853935,1.0211379513677206,-0.0012320866621183812,0.1874487662157169
2021-08-06,1.0176620544679438,1.0705847666829909,0.0,0.1874487662157169
2021-08-07,1.031469141409322,1.1139000769561351,0.0,0.1874487662157169
2021-08-08,1.0224099254538777,1.0944411685339357,-0.00878282790221574,0.1874487662157169
2021-08-09,1.0309802859039952,1.1559161278071501,-0.0004739409893144142,0.1874487662157169
2021-08-10,1.0322051908700753,1.138923313711185,0.0,0.1874487662157169
2021-08-11,1.0334555112455488,1.1372392736140404,0.0,0.21066592095298098
2021-08-12,1.0281575940154604,1.1094551105869659,-0.005126410544468607,0.21066592095298098
2021-08-13,1.046299700186671,1.1942767622455206,0.0,0.21066592095298098
2021-08-14,1.0427463470172476,1.1763294921894525,-0.0033961141045815157,0.21066592095298098
2021-08-15,1.054950753550456,1.1738184234986062,0.0,0.21066592095298098
2021-08-16,1.0585714566198907,1.1468263090038682,0.0,0.21066592095298098
2021-08-17,1.0550973455723824,1.116441128556723,-0.0032818861927388365,0.21066592095298098
2021-08-18,1.0620563992349497,1.1170982539952232,0.0,0.19515040636675776
2021-08-19,1.0698202671818577,1.16851144847437,0.0,0.19515040636675776
2021-08-20,1.0813904544088486,1.2326149095015844,0.0,0.19515040636675776
2021-08-21,1.0761608623688963,1.2200020988036824,-0.004835988720476636,0.19515040636675776
2021-08-22,1.0764907562900432,1.2305935616698487,-0.004530924143845816,0.19515040636675776
2021-08-23,1.0804077679277935,1.236625123679503,-0.000908724944860273,0.19515040636675776
2021-08-24,1.0705978666561586,1.1911510439049744,-0.00998028760905778,0.19515040636675776
2021-08-25,1.0756631735382043,1.2239598428895533,-0.0052962191845638,0.20268212168703337
2021-08-26,1.0707973155040382,1.1701505142069022,-0.009795850205281509,0.20268212168703337
