section,total_return,cagr,annual_volatility,sharpe,max_drawdown,calmar,positive_days_pct
strategy,0.40653304201957385,0.07069688197158475,0.09918980568996316,0.7373821688259643,-0.19679575131977578,0.35923987940526486,0.2378082191780822
btc_benchmark,0.5973145307174925,0.09831841948416398,0.5244386183639415,0.44115295302865015,-0.7662572880306728,0.12830993064594298,0.4964383561643836
early_70_pct,0.24622185560643417,0.06503479905738785,0.10288235122340166,0.6629226706081812,-0.19679575131977578,0.33046851175009373,0.2490211433046202
recent_30_pct,0.12863775875213368,0.08415762629382795,0.08999626109798967,0.9405634695623524,-0.04696860053934715,1.7917848376880279,0.2116788321167883
double_friction,0.381507693988818,0.06685473292635025,0.09916662079298064,0.7013204331103877,-0.2014326336442943,0.3318962360607747,0.2378082191780822
