section,total_return,cagr,annual_volatility,sharpe,max_drawdown,calmar,positive_days_pct
strategy,0.6968619641093801,0.11169578539385361,0.12700397485991685,0.8961050903846087,-0.19912084941826935,0.5609447012714758,0.3293150684931507
btc_benchmark,0.5973145307174925,0.09831841948416398,0.5244386183639415,0.44115295302865015,-0.7662572880306728,0.12830993064594298,0.4964383561643836
early_70_pct,0.4789816759026846,0.11853913487978152,0.13021527850429784,0.924125116132237,-0.19912084941826935,0.5953125211452897,0.3633516053249804
recent_30_pct,0.1473177739499143,0.09610660770061163,0.11918163282056972,0.8273147398698301,-0.06299134973379861,1.5257111985496117,0.25
double_friction,0.6483998285107067,0.10526409945934723,0.12700300280954424,0.8504712103462376,-0.2036732743073958,0.5168282378594081,0.32821917808219175
